,Project_Id,Project,Item_Id,Content,Date,Energy,Time
116,181003063,None,2426926011,Replace e-clips with horseshoe clips and add EBS pin in TMTU BoM @Low-energy @5-minutes,Wed 06 Dec 2017 19:25:43 +0000,None,None
117,181003063,None,2427969051,Attend meeting with Gruenert to discuss TMTU BoMs @30-minutes @Low-energy,Wed 06 Dec 2017 19:25:14 +0000,None,None
118,181003063,None,2427968768,Attend weekly Laurel PV meeting with project team @Low-energy @60-minutes,Wed 06 Dec 2017 19:25:14 +0000,None,None
119,181003063,None,2426913387,Respond to email from Lucio about frame tie absorber @30-minutes @Low-energy,Wed 06 Dec 2017 02:07:28 +0000,None,None
120,181003063,None,2425167293,Fill out prototype test table for Himmelein @High-energy @60-minutes,Tue 05 Dec 2017 21:49:07 +0000,None,None
121,181003063,None,2425984752,Host weekly Laurel Connectivity PV meeting @30-minutes @Low-energy,Tue 05 Dec 2017 18:41:02 +0000,None,None
122,181003063,None,2425985539,Attend weekly Tecnostamp tooling meeting @30-minutes @Low-energy,Tue 05 Dec 2017 17:55:28 +0000,None,None
123,181003063,None,2426312433,Attend Laurel HK tracking meeting @30-minutes @Low-energy,Tue 05 Dec 2017 16:26:10 +0000,None,None
124,181003063,None,2425984563,Host weekly Laurel D-ECO meeting with project team @Low-energy @60-minutes,Tue 05 Dec 2017 15:29:11 +0000,None,None
125,181003063,None,2425984267,Attend Laurel instruction sheet meeting @30-minutes @Low-energy,Tue 05 Dec 2017 15:29:08 +0000,None,None
126,181003063,None,2425984008,Attend Metalor US factory relocation meeting @30-minutes @Low-energy,Tue 05 Dec 2017 15:29:06 +0000,None,None
127,180416408,None,2423783836,Vote in City of Atlanta mayoral runoff elections @Low-energy @5-minutes,Tue 05 Dec 2017 12:36:52 +0000,None,None
128,181003063,None,2425151318,Respond to email from M. Gruenert about SCIAM shipment @30-minutes @Low-energy,Mon 04 Dec 2017 21:10:13 +0000,None,None
129,181003063,None,2425150910,Respond to email from M. Soukup about enclosure sizes @30-minutes @Low-energy,Mon 04 Dec 2017 21:10:11 +0000,None,None
130,180416408,None,2417496074,Submit wellness questionnaire on UHC for HSA rewards @30-minutes @Low-energy,Mon 04 Dec 2017 17:42:36 +0000,None,None
131,181003063,None,2424842037,Host weekly Laurel test tracking meeting with project team @Low-energy @60-minutes,Mon 04 Dec 2017 17:01:43 +0000,None,None
132,181003063,None,2424840558,Attend Laurel basic breaker production meeting @30-minutes @Low-energy,Mon 04 Dec 2017 17:01:18 +0000,None,None
133,181003063,None,2424840224,Attend meeting to discuss UL test plan with NOR/AMB/TCR colleagues @30-minutes @Low-energy,Mon 04 Dec 2017 17:01:06 +0000,None,None
134,190555550,None,87202330,Conduct GTD weekly review according to template @Normal-energy @60-minutes,Mon 04 Dec 2017 02:37:55 +0000,None,None
135,2165537638,None,2423759443,Implement chosen heuristics in code @High-energy @60-minutes,Mon 04 Dec 2017 02:37:42 +0000,None,None
136,2165537638,None,2423759109,Come up with different heuristics for implementation @30-minutes @High-energy,Mon 04 Dec 2017 02:37:40 +0000,None,None
137,190555550,None,2200735265,Do the laundry and fold clothes (if time allows) @Normal-energy @60-minutes,Mon 04 Dec 2017 01:29:28 +0000,None,None
138,194942145,None,2423707162,Send email to Sushma Umesh about CB Host Team @Low-energy @5-minutes,Mon 04 Dec 2017 01:29:21 +0000,None,None
139,194942145,None,2423681944,Send Jacey an email about Clayton Burnett (host team member) @Low-energy @5-minutes,Mon 04 Dec 2017 01:12:37 +0000,None,None
140,194942145,None,2422026229,Host Cafe 458 volunteer event on Edgewood Avenue @High-energy @60-minutes,Mon 04 Dec 2017 01:12:23 +0000,None,None
141,190555550,None,84028045,"Do some form of physical activity (run, lift, stretch, sports, etc) @Normal-energy @60-minutes",Mon 04 Dec 2017 00:43:00 +0000,None,None
142,180416408,None,2421997797,Pay December rent to Jesse Grossman through Venmo @Low-energy @5-minutes,Sat 02 Dec 2017 00:45:45 +0000,None,None
143,190555550,None,84028045,"Do some form of physical activity (run, lift, stretch, sports, etc) @Normal-energy @60-minutes",Fri 01 Dec 2017 23:38:42 +0000,None,None
144,181003063,None,2421992845,Fix checkmate errors encountered with 3P medium shield models @Normal-energy @60-minutes,Fri 01 Dec 2017 23:38:33 +0000,None,None
145,181003063,None,2409319608,Review connectivity kit database from Strassburger @30-minutes @Low-energy,Fri 01 Dec 2017 16:22:16 +0000,None,None
146,181003063,None,2421558215,Discuss current contact stock with Andreas Scharl @Low-energy @5-minutes,Fri 01 Dec 2017 15:54:52 +0000,None,None
147,181003063,None,2421479820,Respond to email from Strassburger regarding split medium shield instructions @30-minutes @Low-energy,Fri 01 Dec 2017 14:56:25 +0000,None,None
148,180416408,None,2419170263,Call Niki Vora to discuss potential housing options @Low-energy @5-minutes,Fri 01 Dec 2017 02:57:37 +0000,None,None
149,190555550,None,84028045,"Do some form of physical activity (run, lift, stretch, sports, etc) @Normal-energy @60-minutes",Fri 01 Dec 2017 00:49:01 +0000,None,None
150,181003063,None,2420636379,Provide feedback to MTY SQA about cover escutcheon right @30-minutes @Low-energy,Thu 30 Nov 2017 22:07:10 +0000,None,None
151,181003063,None,2420557990,Review spare medium shield kit instructions @30-minutes @Low-energy,Thu 30 Nov 2017 20:50:21 +0000,None,None
152,181003063,None,2410247861,Follow-up with Ken about creating summary package of test results @30-minutes @Low-energy,Thu 30 Nov 2017 20:33:08 +0000,None,None
153,181003063,None,2420189293,Enter technical updates for month of November @30-minutes @Low-energy,Thu 30 Nov 2017 19:30:59 +0000,None,None
154,181003063,None,2420409630,Update drawing and part numbers for busbar mounting screw kit @Low-energy @60-minutes,Thu 30 Nov 2017 18:31:35 +0000,None,None
155,2165537638,None,2378926886,Lesson 8 : Logic and Reasoning @High-energy @60-minutes,Thu 30 Nov 2017 13:09:34 +0000,None,None
156,2165537638,None,2378926614,Lesson 7 : Constraint Satisfaction @High-energy @60-minutes,Thu 30 Nov 2017 13:09:31 +0000,None,None
157,2165537638,None,2378926168,Lesson 6 : Simulated Annealing @High-energy @60-minutes,Thu 30 Nov 2017 13:09:31 +0000,None,None
158,187244722,None,2419311991,Attend life coaching session with Patty @Low-energy @60-minutes,Thu 30 Nov 2017 00:30:44 +0000,None,None
159,180416408,None,2400983775,Purchase cross country Secret Santa gift for recipient @Low-energy @5-minutes,Wed 29 Nov 2017 21:42:49 +0000,None,None
160,181003063,None,2419161041,Email Eduardo with prototype order quantities for TMTU heaters @Low-energy @5-minutes,Wed 29 Nov 2017 21:36:38 +0000,None,None
161,181003063,None,2419146067,Provide Paul with 3P medium shield drawings @30-minutes @Low-energy,Wed 29 Nov 2017 21:33:27 +0000,None,None
162,181003063,None,2419145496,Help Jorg clarify CMC order and test scenario @30-minutes @Low-energy,Wed 29 Nov 2017 21:33:27 +0000,None,None
163,181003063,None,2419144843,Host housing update meeting with Juan Quintana @30-minutes @Low-energy,Wed 29 Nov 2017 21:33:27 +0000,None,None
164,181003063,None,2419144548,Attend weekly Laurel TMTU meeting with project time @Low-energy @60-minutes,Wed 29 Nov 2017 21:33:27 +0000,None,None
165,181003063,None,2419144254,Attend weekly Laurel PV meeting with project team @Low-energy @60-minutes,Wed 29 Nov 2017 21:33:27 +0000,None,None
166,190555550,None,84028045,"Do some form of physical activity (run, lift, stretch, sports, etc) @Normal-energy @60-minutes",Wed 29 Nov 2017 02:40:14 +0000,None,None
167,180416408,None,2417088070,Send an email to Niki Vora with request for housing advice @30-minutes @Low-energy,Tue 28 Nov 2017 20:53:02 +0000,None,None
168,180416408,None,2416171333,Pickup christmas lights from desk at the office @Low-energy @5-minutes,Tue 28 Nov 2017 20:26:07 +0000,None,None
169,181003063,None,2415438108,Review initial draft of TMTU instructions from Sabine @30-minutes @Low-energy,Tue 28 Nov 2017 20:12:56 +0000,None,None
170,180416408,None,2417494297,Attend annual physical appointment at Piedmont Healthcare @High-energy @60-minutes,Tue 28 Nov 2017 19:34:11 +0000,None,None
171,181003063,None,2410248776,Create P-ECOs for released D-ECOs per request from Gruenert @30-minutes @Low-energy,Tue 28 Nov 2017 19:33:33 +0000,None,None
172,2165537638,None,2378925943,Lesson 5 : Search @High-energy @60-minutes,Tue 28 Nov 2017 02:20:35 +0000,None,None
173,180416408,None,2415383043,Send email to Maddie about international relations @Low-energy @5-minutes,Tue 28 Nov 2017 02:20:30 +0000,None,None
174,190555550,None,84028045,"Do some form of physical activity (run, lift, stretch, sports, etc) @Normal-energy @60-minutes",Mon 27 Nov 2017 23:48:03 +0000,None,None
175,181003063,None,2416074815,Review email inbox and triage potential tasks for the week @30-minutes @Low-energy,Mon 27 Nov 2017 21:20:13 +0000,None,None
176,181003063,None,2416069537,Attend weekly Laurel Basic Breaker production meeting @30-minutes @Low-energy,Mon 27 Nov 2017 21:16:11 +0000,None,None
177,181003063,None,2416068553,"Support Jorg, Steve, and Ken with creation of UL/CCC test documentation @Low-energy @60-minutes",Mon 27 Nov 2017 21:15:31 +0000,None,None
178,181003063,None,2415888310,Host weekly Laurel connectivity PV meeting @Low-energy @60-minutes,Mon 27 Nov 2017 18:51:39 +0000,None,None
179,181003063,None,2415887989,Host weekly Laurel test tracking meeting @Normal-energy @60-minutes,Mon 27 Nov 2017 18:51:30 +0000,None,None
180,190555550,None,2200735265,Do the laundry and fold clothes (if time allows) @Normal-energy @60-minutes,Sun 26 Nov 2017 23:31:23 +0000,None,None
181,190555550,None,87202330,Conduct GTD weekly review according to template @Normal-energy @60-minutes,Sun 26 Nov 2017 20:14:23 +0000,None,None
182,2165537638,None,2391518861,Read research paper on IBM's Deep Blue AI agent @High-energy @60-minutes,Sun 26 Nov 2017 19:42:38 +0000,None,None
183,187244722,None,2414354361,Discuss career switch to software engineering Samir Pujari @30-minutes @Low-energy,Sun 26 Nov 2017 19:38:54 +0000,None,None
184,180416408,None,2407324538,Take car to Willett Honda for oil change @Low-energy @60-minutes,Sun 26 Nov 2017 19:21:42 +0000,None,None
185,180431991,None,2412634827,Casual Wear Shoes @Low-energy @60-minutes,Sat 25 Nov 2017 02:07:50 +0000,None,None
186,180431991,None,2411992756,Amazon Echo Dot @Low-energy @5-minutes,Sat 25 Nov 2017 02:07:50 +0000,None,None
187,180431991,None,2319464545,Anker Portable Battery @Low-energy @5-minutes,Fri 24 Nov 2017 15:48:22 +0000,None,None
188,180431991,None,2412093870,Sewing Machine @Low-energy @5-minutes,Fri 24 Nov 2017 15:48:22 +0000,None,None
189,194942145,None,2409317188,Present past data analysis to overall CB executive board @Low-energy @60-minutes,Wed 22 Nov 2017 15:15:20 +0000,None,None
190,180416408,None,2410294144,Book flight to San Francisco next year @Low-energy @5-minutes,Wed 22 Nov 2017 13:29:27 +0000,None,None
191,181003063,None,2410247066,Help Jorg further refine schedule for future launch packages @Low-energy @60-minutes,Wed 22 Nov 2017 12:47:34 +0000,None,None
192,181003063,None,2409451200,Host weekly Laurel connectivity PV meeting with project team @30-minutes @Low-energy,Tue 21 Nov 2017 20:56:49 +0000,None,None
193,181003063,None,2409316343,Host weekly Tecnostamp meeting and send out minutes @30-minutes @Low-energy,Tue 21 Nov 2017 18:55:24 +0000,None,None
